PUBLICATION_DATE,TAXA_ID,ALGAL_GROUP,CLASS,FAMILY,GENUS,ORDER,PHYLUM,SPECIES,TARGET_TAXON
4/25/2021,4404,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,TREUBARIA,OOCYSTALES,CHLOROPHYTA,,TREUBARIA
4/25/2021,4405,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,WESTELLA,CHLOROCOCCALES,CHLOROPHYTA,WESTELLA BOTRYOIDES,WESTELLA BOTRYOIDES
4/25/2021,4406,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,WESTELLA,CHLOROCOCCALES,CHLOROPHYTA,WESTELLA LINEARIS,WESTELLA LINEARIS
4/25/2021,4407,GREEN ALGAE,CHLOROPHYCEAE,OOCYSTACEAE,WESTELLA,CHLOROCOCCALES,CHLOROPHYTA,,WESTELLA
4/25/2021,4408,GREEN ALGAE,CHLOROPHYCEAE,PALMELLACEAE,GLOEOCYSTIS,TETRASPORALES,CHLOROPHYTA,GLOEOCYSTIS AMPLA,GLOEOCYSTIS AMPLA
4/25/2021,4409,GREEN ALGAE,CHLOROPHYCEAE,PALMELLACEAE,GLOEOCYSTIS,TETRASPORALES,CHLOROPHYTA,GLOEOCYSTIS GIGAS,GLOEOCYSTIS GIGAS
4/25/2021,4410,GREEN ALGAE,CHLOROPHYCEAE,PALMELLACEAE,GLOEOCYSTIS,TETRASPORALES,CHLOROPHYTA,GLOEOCYSTIS PLANCTONICA,GLOEOCYSTIS PLANCTONICA
4/25/2021,4411,GREEN ALGAE,CHLOROPHYCEAE,PALMELLACEAE,GLOEOCYSTIS,TETRASPORALES,CHLOROPHYTA,GLOEOCYSTIS VESICULOSA,GLOEOCYSTIS VESICULOSA
4/25/2021,4412,GREEN ALGAE,CHLOROPHYCEAE,PALMELLACEAE,GLOEOCYSTIS,TETRASPORALES,CHLOROPHYTA,,GLOEOCYSTIS
4/25/2021,4413,GREEN ALGAE,CHLOROPHYCEAE,PALMELLOPSIDACEAE,ASTEROCOCCUS,TETRASPORALES,CHLOROPHYTA,ASTEROCOCCUS LIMNETICUS,ASTEROCOCCUS LIMNETICUS
4/25/2021,4414,GREEN ALGAE,CHLOROPHYCEAE,PALMELLOPSIDACEAE,ASTEROCOCCUS,TETRASPORALES,CHLOROPHYTA,,ASTEROCOCCUS
4/25/2021,4415,GREEN ALGAE,CHLOROPHYCEAE,PALMELLOPSIDACEAE,SPHAEROCYSTIS,TETRASPORALES,CHLOROPHYTA,SPHAEROCYSTIS PLANKTONICA,SPHAEROCYSTIS PLANKTONICA
4/25/2021,4416,GREEN ALGAE,CHLOROPHYCEAE,PALMELLOPSIDACEAE,SPHAEROCYSTIS,TETRASPORALES,CHLOROPHYTA,SPHAEROCYSTIS SCHROETERI,SPHAEROCYSTIS SCHROETERI
4/25/2021,4417,GREEN ALGAE,CHLOROPHYCEAE,PALMELLOPSIDACEAE,SPHAEROCYSTIS,TETRASPORALES,CHLOROPHYTA,,SPHAEROCYSTIS
4/25/2021,4418,GREEN ALGAE,CHLOROPHYCEAE,PHACOTACEAE,COCCOMONAS,VOLVOCALES,CHLOROPHYTA,COCCOMONAS ORBICULARIS,COCCOMONAS ORBICULARIS
4/25/2021,4419,GREEN ALGAE,CHLOROPHYCEAE,PHACOTACEAE,DYSMORPHOCOCCUS,VOLVOCALES,CHLOROPHYTA,,DYSMORPHOCOCCUS
4/25/2021,4420,GREEN ALGAE,CHLOROPHYCEAE,PRASINOPHYCEAE,PYRAMIMONAS,VOLVOCALES,CHLOROPHYTA,PYRAMIMONAS TETRAHYNCHUS,PYRAMIMONAS TETRAHYNCHUS
4/25/2021,4421,GREEN ALGAE,CHLOROPHYCEAE,PRASINOPHYCEAE,PYRAMIMONAS,VOLVOCALES,CHLOROPHYTA,,PYRAMIMONAS
4/25/2021,4422,GREEN ALGAE,CHLOROPHYCEAE,PRASINOPHYCEAE,TETRASELMIS,VOLVOCALES,CHLOROPHYTA,TETRASELMIS CORDIFORMIS,TETRASELMIS CORDIFORMIS
4/25/2021,4423,GREEN ALGAE,CHLOROPHYCEAE,PRASINOPHYCEAE,TETRASELMIS,VOLVOCALES,CHLOROPHYTA,,TETRASELMIS
4/25/2021,4424,GREEN ALGAE,CHLOROPHYCEAE,RADIOCOCCACEAE,COENOCHLORIS,SPHAEROPLEALES,CHLOROPHYTA,COENOCHLORIS FOTTII,COENOCHLORIS FOTTII
4/25/2021,4425,GREEN ALGAE,CHLOROPHYCEAE,RADIOCOCCACEAE,COENOCOCCUS,SPHAEROPLEALES,CHLOROPHYTA,,COENOCOCCUS
4/25/2021,4426,GREEN ALGAE,CHLOROPHYCEAE,RADIOCOCCACEAE,RADIOCOCCUS,TETRASPORALES,CHLOROPHYTA,RADIOCOCCUS PLANKTONICUS,RADIOCOCCUS PLANKTONICUS
4/25/2021,4427,GREEN ALGAE,CHLOROPHYCEAE,RADIOCOCCACEAE,RADIOCOCCUS,TETRASPORALES,CHLOROPHYTA,,RADIOCOCCUS
4/25/2021,4428,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,ACTINASTRUM,CHLOROCOCCALES,CHLOROPHYTA,ACTINASTRUM GRACILLIMUM,ACTINASTRUM GRACILLIMUM
4/25/2021,4429,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,ACTINASTRUM,CHLOROCOCCALES,CHLOROPHYTA,ACTINASTRUM HANTZSCHII,ACTINASTRUM HANTZSCHII
4/25/2021,4430,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,ACTINASTRUM,CHLOROCOCCALES,CHLOROPHYTA,,ACTINASTRUM
4/25/2021,4431,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,COELASTRUM,SPHAEROPLEALES,CHLOROPHYTA,COELASTRUM ASTROIDEUM,COELASTRUM ASTROIDEUM
4/25/2021,4432,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,COELASTRUM,SPHAEROPLEALES,CHLOROPHYTA,COELASTRUM MICROPORUM,COELASTRUM MICROPORUM
4/25/2021,4433,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,COELASTRUM,SPHAEROPLEALES,CHLOROPHYTA,COELASTRUM PROBOSCIDEUM,COELASTRUM PROBOSCIDEUM
4/25/2021,4434,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,COELASTRUM,SPHAEROPLEALES,CHLOROPHYTA,COELASTRUM PSEUDOMICROPORUM,COELASTRUM PSEUDOMICROPORUM
4/25/2021,4435,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,COELASTRUM,SPHAEROPLEALES,CHLOROPHYTA,COELASTRUM PULCHRUM,COELASTRUM PULCHRUM
4/25/2021,4436,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,COELASTRUM,SPHAEROPLEALES,CHLOROPHYTA,COELASTRUM RETICULATUM,COELASTRUM RETICULATUM
4/25/2021,4437,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,COELASTRUM,SPHAEROPLEALES,CHLOROPHYTA,COELASTRUM SPHAERICUM,COELASTRUM SPHAERICUM
4/25/2021,4438,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,COELASTRUM,SPHAEROPLEALES,CHLOROPHYTA,,COELASTRUM
4/25/2021,4439,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIA,CHLOROCOCCALES,CHLOROPHYTA,CRUCIGENIA APICULATA,CRUCIGENIA APICULATA
4/25/2021,4440,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIA,CHLOROCOCCALES,CHLOROPHYTA,CRUCIGENIA CRUCIFERA,CRUCIGENIA CRUCIFERA
4/25/2021,4441,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIA,CHLOROCOCCALES,CHLOROPHYTA,CRUCIGENIA FENESTRATA,CRUCIGENIA FENESTRATA
4/25/2021,4442,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIA,CHLOROCOCCALES,CHLOROPHYTA,CRUCIGENIA IRREGULARIS,CRUCIGENIA IRREGULARIS
4/25/2021,4443,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIA,CHLOROCOCCALES,CHLOROPHYTA,CRUCIGENIA QUADRATA,CRUCIGENIA QUADRATA
4/25/2021,4444,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIA,CHLOROCOCCALES,CHLOROPHYTA,CRUCIGENIA RECTANGULARIS,CRUCIGENIA RECTANGULARIS
4/25/2021,4445,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIA,CHLOROCOCCALES,CHLOROPHYTA,CRUCIGENIA TETRAPEDIA,CRUCIGENIA TETRAPEDIA
4/25/2021,4446,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIA,CHLOROCOCCALES,CHLOROPHYTA,CRUCIGENIA TRUNCATA,CRUCIGENIA TRUNCATA
4/25/2021,4447,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIA,CHLOROCOCCALES,CHLOROPHYTA,,CRUCIGENIA
4/25/2021,4448,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIELLA,CHLOROCOCCALES,CHLOROPHYTA,CRUCIGENIELLA APICULATA,CRUCIGENIELLA APICULATA
4/25/2021,4449,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIELLA,CHLOROCOCCALES,CHLOROPHYTA,CRUCIGENIELLA CRUCIFERA,CRUCIGENIELLA CRUCIFERA
4/25/2021,4450,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIELLA,CHLOROCOCCALES,CHLOROPHYTA,CRUCIGENIELLA IRREGULARIS,CRUCIGENIELLA IRREGULARIS
4/25/2021,4451,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIELLA,CHLOROCOCCALES,CHLOROPHYTA,CRUCIGENIELLA RECTANGULARIS,CRUCIGENIELLA RECTANGULARIS
4/25/2021,4452,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,CRUCIGENIELLA,CHLOROCOCCALES,CHLOROPHYTA,,CRUCIGENIELLA
4/25/2021,4453,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS ABUNDANS,SCENEDESMUS ABUNDANS
4/25/2021,4454,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS ACUMINATUS,SCENEDESMUS ACUMINATUS
4/25/2021,4455,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS ACUTIFORMIS,SCENEDESMUS ACUTIFORMIS
4/25/2021,4456,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS ARCUATUS,SCENEDESMUS ARCUATUS
4/25/2021,4457,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS ARMATUS,SCENEDESMUS ARMATUS
4/25/2021,4458,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS BALATONICUS,SCENEDESMUS BALATONICUS
4/25/2021,4459,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS BERNARDII,SCENEDESMUS BERNARDII
4/25/2021,4460,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS BIJUGA,SCENEDESMUS BIJUGA
4/25/2021,4461,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS BRASILIENSIS,SCENEDESMUS BRASILIENSIS
4/25/2021,4462,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS COMMUNIS,SCENEDESMUS COMMUNIS
4/25/2021,4463,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS COSTATUS,SCENEDESMUS COSTATUS
4/25/2021,4464,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS DIMORPHUS,SCENEDESMUS DIMORPHUS
4/25/2021,4465,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS DISPAR,SCENEDESMUS DISPAR
4/25/2021,4466,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS ELLIPTICUS,SCENEDESMUS ELLIPTICUS
4/25/2021,4467,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS FALCATUS,SCENEDESMUS FALCATUS
4/25/2021,4468,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS INCRASSATULUS,SCENEDESMUS INCRASSATULUS
4/25/2021,4469,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS OBLIQUUS,SCENEDESMUS OBLIQUUS
4/25/2021,4470,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS OPOLIENSIS,SCENEDESMUS OPOLIENSIS
4/25/2021,4471,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS PROTUBERANS,SCENEDESMUS PROTUBERANS
4/25/2021,4472,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS QUADRICAUDA,SCENEDESMUS QUADRICAUDA
4/25/2021,4473,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS RACIBORSKII,SCENEDESMUS RACIBORSKII
4/25/2021,4474,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,SCENEDESMUS SUBSPICATUS,SCENEDESMUS SUBSPICATUS
4/25/2021,4475,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,SCENEDESMUS,CHLOROCOCCALES,CHLOROPHYTA,,SCENEDESMUS
4/25/2021,4476,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,TETRADESMUS,SPHAEROPLEALES,CHLOROPHYTA,TETRADESMUS WISCONSINENSIS,TETRADESMUS WISCONSINENSIS
4/25/2021,4477,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,TETRALLANTOS,SPHAEROPLEALES,CHLOROPHYTA,TETRALLANTOS LAGERHEIMII,TETRALLANTOS LAGERHEIMII
4/25/2021,4478,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,TETRASTRUM,CHLOROCOCCALES,CHLOROPHYTA,TETRASTRUM ELEGANS,TETRASTRUM ELEGANS
4/25/2021,4479,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,TETRASTRUM,CHLOROCOCCALES,CHLOROPHYTA,TETRASTRUM GLABRUM,TETRASTRUM GLABRUM
4/25/2021,4480,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,TETRASTRUM,CHLOROCOCCALES,CHLOROPHYTA,TETRASTRUM HETERACANTHUM,TETRASTRUM HETERACANTHUM
4/25/2021,4481,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,TETRASTRUM,CHLOROCOCCALES,CHLOROPHYTA,TETRASTRUM KOMAREKII,TETRASTRUM KOMAREKII
4/25/2021,4482,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,TETRASTRUM,CHLOROCOCCALES,CHLOROPHYTA,TETRASTRUM MINIMUM,TETRASTRUM MINIMUM
4/25/2021,4483,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,TETRASTRUM,CHLOROCOCCALES,CHLOROPHYTA,TETRASTRUM STAUROGENIAEFORME,TETRASTRUM STAUROGENIAEFORME
4/25/2021,4484,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,TETRASTRUM,CHLOROCOCCALES,CHLOROPHYTA,TETRASTRUM TRIANGULARE,TETRASTRUM TRIANGULARE
4/25/2021,4485,GREEN ALGAE,CHLOROPHYCEAE,SCENEDESMACEAE,TETRASTRUM,CHLOROCOCCALES,CHLOROPHYTA,,TETRASTRUM
4/25/2021,4486,GREEN ALGAE,CHLOROPHYCEAE,SELENASTRACEAE,CHLOROLOBION,SPHAEROPLEALES,CHLOROPHYTA,CHLOROLOBION BRAUNII,CHLOROLOBION BRAUNII
4/25/2021,4487,GREEN ALGAE,CHLOROPHYCEAE,SPHAEROPLEALES,RAPHIDOCELIS,SPHAEROPLEALES,CHLOROPHYTA,RAPHIDOCELIS CONTORTA,RAPHIDOCELIS CONTORTA
4/25/2021,4488,GREEN ALGAE,CHLOROPHYCEAE,TETRASPORACEAE,SCHIZOCHLAMYS,TETRASPORALES,CHLOROPHYTA,,SCHIZOCHLAMYS
4/25/2021,4489,GREEN ALGAE,CHLOROPHYCEAE,ULOTRICHACEAE,GEMINELLA,ULOTRICHALES,CHLOROPHYTA,GEMINELLA INTERRUPTA,GEMINELLA INTERRUPTA
4/25/2021,4490,GREEN ALGAE,CHLOROPHYCEAE,ULOTRICHACEAE,GEMINELLA,ULOTRICHALES,CHLOROPHYTA,,GEMINELLA
4/25/2021,4491,GREEN ALGAE,CHLOROPHYCEAE,ULOTRICHACEAE,HORMIDIOPSIS,ULOTRICHALES,CHLOROPHYTA,HORMIDIOPSIS ELLIPSOIDEUM,HORMIDIOPSIS ELLIPSOIDEUM
4/25/2021,4492,GREEN ALGAE,CHLOROPHYCEAE,ULOTRICHACEAE,KLEBSORMIDIUM,ULOTRICHALES,CHLOROPHYTA,,KLEBSORMIDIUM
4/25/2021,4493,GREEN ALGAE,CHLOROPHYCEAE,ULOTRICHACEAE,PLANCTONEMA,ULOTRICHALES,CHLOROPHYTA,PLANCTONEMA LAUTERBORNII,PLANCTONEMA LAUTERBORNII
4/25/2021,4494,GREEN ALGAE,CHLOROPHYCEAE,ULOTRICHACEAE,RADIOFILUM,ULOTRICHALES,CHLOROPHYTA,RADIOFILUM CONJUNCTIVUM,RADIOFILUM CONJUNCTIVUM
4/25/2021,4495,GREEN ALGAE,CHLOROPHYCEAE,ULOTRICHACEAE,RAPHIDONEMA,ULOTRICHALES,CHLOROPHYTA,RAPHIDONEMA NIVALE,RAPHIDONEMA NIVALE
4/25/2021,4496,GREEN ALGAE,CHLOROPHYCEAE,ULOTRICHACEAE,STICHOCOCCUS,ULOTRICHALES,CHLOROPHYTA,,STICHOCOCCUS
4/25/2021,4497,GREEN ALGAE,CHLOROPHYCEAE,ULOTRICHACEAE,ULOTHRIX,ULOTRICHALES,CHLOROPHYTA,ULOTHRIX SUBCONSTRICTA,ULOTHRIX SUBCONSTRICTA
4/25/2021,4498,GREEN ALGAE,CHLOROPHYCEAE,ULOTRICHACEAE,ULOTHRIX,ULOTRICHALES,CHLOROPHYTA,ULOTHRIX SUBTILISSIMA,ULOTHRIX SUBTILISSIMA
4/25/2021,4499,GREEN ALGAE,CHLOROPHYCEAE,ULOTRICHACEAE,ULOTHRIX,ULOTRICHALES,CHLOROPHYTA,ULOTHRIX VARIABILIS,ULOTHRIX VARIABILIS
4/25/2021,4500,GREEN ALGAE,CHLOROPHYCEAE,ULOTRICHACEAE,ULOTHRIX,ULOTRICHALES,CHLOROPHYTA,ULOTHRIX ZONATA,ULOTHRIX ZONATA
4/25/2021,4501,GREEN ALGAE,CHLOROPHYCEAE,ULOTRICHACEAE,ULOTHRIX,ULOTRICHALES,CHLOROPHYTA,,ULOTHRIX
4/25/2021,4502,GREEN ALGAE,CHLOROPHYCEAE,VACUOLARIACEAE,GONYOSTOMUM,CHATTONETALES,CHLOROPHYTA,GONYOSTOMUM DEPRESSUM,GONYOSTOMUM DEPRESSUM
4/25/2021,4503,GREEN ALGAE,CHLOROPHYCEAE,VACUOLARIACEAE,GONYOSTOMUM,CHATTONETALES,CHLOROPHYTA,GONYOSTOMUM SEMEN,GONYOSTOMUM SEMEN
4/25/2021,4504,GREEN ALGAE,CHLOROPHYCEAE,VACUOLARIACEAE,GONYOSTOMUM,CHATTONETALES,CHLOROPHYTA,,GONYOSTOMUM
4/25/2021,4505,GREEN ALGAE,CHLOROPHYCEAE,VOLVOCACEAE,EUDORINA,VOLVOCALES,CHLOROPHYTA,EUDORINA ELEGANS,EUDORINA ELEGANS
4/25/2021,4506,GREEN ALGAE,CHLOROPHYCEAE,VOLVOCACEAE,EUDORINA,VOLVOCALES,CHLOROPHYTA,,EUDORINA
4/25/2021,4507,GREEN ALGAE,CHLOROPHYCEAE,VOLVOCACEAE,GONIUM,VOLVOCALES,CHLOROPHYTA,GONIUM PECTORALE,GONIUM PECTORALE
4/25/2021,4508,GREEN ALGAE,CHLOROPHYCEAE,VOLVOCACEAE,GONIUM,VOLVOCALES,CHLOROPHYTA,GONIUM SOCIALE,GONIUM SOCIALE
4/25/2021,4509,GREEN ALGAE,CHLOROPHYCEAE,VOLVOCACEAE,GONIUM,VOLVOCALES,CHLOROPHYTA,,GONIUM
4/25/2021,4510,GREEN ALGAE,CHLOROPHYCEAE,VOLVOCACEAE,PANDORINA,VOLVOCALES,CHLOROPHYTA,PANDORINA MORUM,PANDORINA MORUM
4/25/2021,4511,GREEN ALGAE,CHLOROPHYCEAE,VOLVOCACEAE,PANDORINA,VOLVOCALES,CHLOROPHYTA,,PANDORINA
4/25/2021,4512,GREEN ALGAE,CHLOROPHYCEAE,VOLVOCACEAE,PLEODORINA,VOLVOCALES,CHLOROPHYTA,,PLEODORINA
4/25/2021,4513,GREEN ALGAE,CHLOROPHYCEAE,VOLVOCACEAE,VOLVOX,VOLVOCALES,CHLOROPHYTA,,VOLVOX
4/25/2021,4514,GREEN ALGAE,CHLOROPHYCEAE,ZYGNEMATACEAE,MOUGEOTIA,ZYGNEMATALES,CHLOROPHYTA,,MOUGEOTIA
4/25/2021,4515,GREEN ALGAE,CHLOROPHYCEAE,ZYGNEMATACEAE,SPIROGYRA,ZYGNEMATALES,CHLOROPHYTA,,SPIROGYRA
4/25/2021,4516,GREEN ALGAE,CHLOROPHYCEAE,ZYGNEMATACEAE,ZYGNEMA,ZYGNEMATALES,CHLOROPHYTA,,ZYGNEMA
4/25/2021,4517,GREEN ALGAE,CHLOROPHYCEAE,,,VOLVOCALES,CHLOROPHYTA,,VOLVOCALES
4/25/2021,4518,GREEN ALGAE,CHLOROPHYCEAE,,,ZYGNEMATALES,CHLOROPHYTA,,ZYGNEMATALES
4/25/2021,4519,GREEN ALGAE,CHLOROPHYCEAE,,,,CHLOROPHYTA,,CHLOROPHYCEAE
4/25/2021,4520,GOLDEN ALGAE,CHRYSOPHYCEAE,CHROMULINACEAE,CHROMULINA,CHROMALINALES,HETEROKONTOPHYTA,,CHROMULINA
4/25/2021,4521,GOLDEN ALGAE,CHRYSOPHYCEAE,CHROMULINACEAE,KEPHYRION,CHROMULINALES,HETEROKONTOPHYTA,KEPHYRION RUBI-CLAUSTRI,KEPHYRION RUBI-CLAUSTRI
4/25/2021,4522,GOLDEN ALGAE,CHRYSOPHYCEAE,CHROMULINACEAE,KEPHYRION,CHROMULINALES,HETEROKONTOPHYTA,,KEPHYRION
4/25/2021,4523,GOLDEN ALGAE,CHRYSOPHYCEAE,CHRYSOCAPSACEAE,CHRYSOCAPSELLA,CHROMULINALES,HETEROKONTOPHYTA,CHRYSOCAPSELLA PLANCTONICA,CHRYSOCAPSELLA PLANCTONICA
4/25/2021,4524,GOLDEN ALGAE,CHRYSOPHYCEAE,CHRYSOCOCCACEAE,CHRYSOCOCCUS,CHRYSOCOCCALES,HETEROKONTOPHYTA,,CHRYSOCOCCUS
4/25/2021,4525,GOLDEN ALGAE,CHRYSOPHYCEAE,DICTYOCHACEAE,DICTYOCHA,DICTYOCHALES,HETEROKONTOPHYTA,,DICTYOCHA
4/25/2021,4526,GOLDEN ALGAE,CHRYSOPHYCEAE,DINOBRYACEAE,DINOBRYON,CHRYSOMONADALES,HETEROKONTOPHYTA,DINOBRYON BAVARICUM,DINOBRYON BAVARICUM
4/25/2021,4527,GOLDEN ALGAE,CHRYSOPHYCEAE,DINOBRYACEAE,DINOBRYON,CHRYSOMONADALES,HETEROKONTOPHYTA,DINOBRYON CRENULATUM,DINOBRYON CRENULATUM
4/25/2021,4528,GOLDEN ALGAE,CHRYSOPHYCEAE,DINOBRYACEAE,DINOBRYON,CHRYSOMONADALES,HETEROKONTOPHYTA,DINOBRYON CYLINDRICUM,DINOBRYON CYLINDRICUM
4/25/2021,4529,GOLDEN ALGAE,CHRYSOPHYCEAE,DINOBRYACEAE,DINOBRYON,CHRYSOMONADALES,HETEROKONTOPHYTA,DINOBRYON DIVERGENS,DINOBRYON DIVERGENS
4/25/2021,4530,GOLDEN ALGAE,CHRYSOPHYCEAE,DINOBRYACEAE,DINOBRYON,CHRYSOMONADALES,HETEROKONTOPHYTA,DINOBRYON SERTULARIA,DINOBRYON SERTULARIA
4/25/2021,4531,GOLDEN ALGAE,CHRYSOPHYCEAE,DINOBRYACEAE,DINOBRYON,CHRYSOMONADALES,HETEROKONTOPHYTA,DINOBRYON SOCIALE,DINOBRYON SOCIALE
4/25/2021,4532,GOLDEN ALGAE,CHRYSOPHYCEAE,DINOBRYACEAE,DINOBRYON,CHRYSOMONADALES,HETEROKONTOPHYTA,,DINOBRYON
4/25/2021,4533,GOLDEN ALGAE,CHRYSOPHYCEAE,DINOBRYACEAE,PSEUDOKEPHYRION,CHROMALINALES,HETEROKONTOPHYTA,PSEUDOKEPHYRION PSUEDOSPIRALE,PSEUDOKEPHYRION PSUEDOSPIRALE
4/25/2021,4534,GOLDEN ALGAE,CHRYSOPHYCEAE,DINOBRYACEAE,PSEUDOKEPHYRION,CHROMALINALES,HETEROKONTOPHYTA,,PSEUDOKEPHYRION
4/25/2021,4535,GOLDEN ALGAE,CHRYSOPHYCEAE,OCHROMONADACEAE,OCHROMONAS,OCHROMONADALES,HETEROKONTOPHYTA,OCHROMONAS PYRIFORMIS,OCHROMONAS PYRIFORMIS
4/25/2021,4536,GOLDEN ALGAE,CHRYSOPHYCEAE,OCHROMONADACEAE,OCHROMONAS,OCHROMONADALES,HETEROKONTOPHYTA,,OCHROMONAS
